"Station Name","Date (Local Standard Time)","Air Temp. Avg. (°C)","Air Temp. Avg. Source Flag","Air Temp. Avg. Record Completeness (%)","Precip. (mm)","Precip. Source Flag","Precip. Comment","ET. Std-Grass (mm)","ET. Std-Grass Source Flag","ET. Std-Grass Comment"
"Lethbridge CDA","01-May-2016","12.1","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.8","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","02-May-2016","15.5","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.6","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","03-May-2016","19.3","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. Weighing]","7.5","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","04-May-2016","20.0","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","7.1","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","05-May-2016","15.6","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.1","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","06-May-2016","13.9","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. Weighing]","4.9","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","07-May-2016","15.9","AGGREGATED","100.0","0.3","AGGREGATED","using element [Precip. Weighing]","6.9","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","08-May-2016","17.2","AGGREGATED","100.0","4.8","AGGREGATED","using element [Precip. Weighing]","6.5","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","09-May-2016","6.5","AGGREGATED","100.0","8.1","AGGREGATED","using element [Precip. Weighing]","1.8","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","10-May-2016","7.2","AGGREGATED","100.0","0.3","AGGREGATED","using element [Precip. Weighing]","3.7","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","11-May-2016","9.8","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.4","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","12-May-2016","5.8","AGGREGATED","100.0","5.3","AGGREGATED","using element [Precip. Weighing]","1.4","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","13-May-2016","6.3","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. Weighing]","2.6","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","14-May-2016","8.8","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.1","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","15-May-2016","10.6","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.5","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","16-May-2016","12.4","AGGREGATED","100.0","0.3","AGGREGATED","using element [Precip. Weighing]","5.2","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","17-May-2016","16.9","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","6.0","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","18-May-2016","18.9","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","6.7","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","19-May-2016","12.9","AGGREGATED","100.0","3.3","AGGREGATED","using element [Precip. Weighing]","2.1","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","20-May-2016","6.3","AGGREGATED","100.0","9.1","AGGREGATED","using element [Precip. Weighing]","0.8","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","21-May-2016","5.6","AGGREGATED","100.0","10.9","AGGREGATED","using element [Precip. Weighing]","0.5","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","22-May-2016","6.4","AGGREGATED","100.0","12.9","AGGREGATED","using element [Precip. Weighing]","0.9","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","23-May-2016","7.3","AGGREGATED","100.0","3.6","AGGREGATED","using element [Precip. Weighing]","1.1","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","24-May-2016","10.9","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. Weighing]","3.2","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","25-May-2016","12.8","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.9","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","26-May-2016","13.9","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. Weighing]","4.0","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","27-May-2016","13.8","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.7","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","28-May-2016","12.7","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","6.2","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","29-May-2016","14.3","AGGREGATED","100.0","0.8","AGGREGATED","using element [Precip. Weighing]","5.8","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","30-May-2016","10.3","AGGREGATED","100.0","9.1","AGGREGATED","using element [Precip. Weighing]","3.8","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","31-May-2016","12.4","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.7","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","01-June-2016","16.2","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. Weighing]","5.7","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","02-June-2016","16.7","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.8","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","03-June-2016","18.5","AGGREGATED","100.0","0.3","AGGREGATED","using element [Precip. Weighing]","6.6","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","04-June-2016","21.2","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","6.8","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","05-June-2016","19.2","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","6.7","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","06-June-2016","21.5","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","7.9","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","07-June-2016","25.5","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","8.2","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","08-June-2016","20.6","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.1","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","09-June-2016","20.0","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","8.0","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","10-June-2016","15.9","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.1","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","11-June-2016","15.3","AGGREGATED","100.0","5.1","AGGREGATED","using element [Precip. Weighing]","5.5","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","12-June-2016","15.2","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. Weighing]","7.1","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","13-June-2016","16.9","AGGREGATED","100.0","0.3","AGGREGATED","using element [Precip. Weighing]","6.1","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","14-June-2016","13.3","AGGREGATED","100.0","0.5","AGGREGATED","using element [Precip. Weighing]","3.9","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","15-June-2016","13.1","AGGREGATED","100.0","0.3","AGGREGATED","using element [Precip. Weighing]","6.7","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","16-June-2016","13.8","AGGREGATED","100.0","0.5","AGGREGATED","using element [Precip. Weighing]","6.1","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","17-June-2016","14.5","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","6.6","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","18-June-2016","15.6","AGGREGATED","100.0","1.0","AGGREGATED","using element [Precip. Weighing]","4.6","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","19-June-2016","15.4","AGGREGATED","100.0","0.3","AGGREGATED","using element [Precip. Weighing]","6.7","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","20-June-2016","18.2","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","7.3","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","21-June-2016","17.0","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. Weighing]","4.8","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","22-June-2016","19.0","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","6.6","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","23-June-2016","20.3","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","6.7","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","24-June-2016","16.9","AGGREGATED","100.0","1.6","AGGREGATED","using element [Precip. Weighing]","5.9","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","25-June-2016","15.0","AGGREGATED","100.0","3.6","AGGREGATED","using element [Precip. Weighing]","4.7","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","26-June-2016","16.8","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. Weighing]","5.6","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","27-June-2016","18.2","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","6.0","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","28-June-2016","18.5","AGGREGATED","100.0","1.0","AGGREGATED","using element [Precip. Weighing]","4.9","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","29-June-2016","19.9","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. Weighing]","6.1","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","30-June-2016","19.7","AGGREGATED","100.0","7.0","AGGREGATED","using element [Precip. Weighing]","5.5","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","01-July-2016","18.7","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.8","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","02-July-2016","20.8","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.5","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","03-July-2016","22.7","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","9.0","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","04-July-2016","17.4","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","6.5","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","05-July-2016","15.8","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.0","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","06-July-2016","13.9","AGGREGATED","100.0","0.9","AGGREGATED","using element [Precip. Weighing]","3.8","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","07-July-2016","18.2","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","6.3","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","08-July-2016","18.9","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.8","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","09-July-2016","19.3","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","6.1","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","10-July-2016","16.5","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.6","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","11-July-2016","15.2","AGGREGATED","100.0","3.7","AGGREGATED","using element [Precip. Weighing]","3.1","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","12-July-2016","16.4","AGGREGATED","100.0","9.6","AGGREGATED","using element [Precip. Weighing]","4.3","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","13-July-2016","15.7","AGGREGATED","100.0","8.3","AGGREGATED","using element [Precip. Weighing]","3.8","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","14-July-2016","16.0","AGGREGATED","100.0","0.3","AGGREGATED","using element [Precip. Weighing]","3.9","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","15-July-2016","15.5","AGGREGATED","100.0","16.8","AGGREGATED","using element [Precip. Weighing]","4.2","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
"Lethbridge CDA","16-July-2016","14.4","AGGREGATED","100.0","2.2","AGGREGATED","using element [Precip. Weighing]","3.5","MODELLED","solar-ACT, 10m-conv-2m wind, Avg."
