"Station Name","Date (Local Standard Time)","Air Temp. Avg. (°C)","Air Temp. Avg. Source Flag","Air Temp. Avg. Record Completeness (%)","Precip. (mm)","Precip. Source Flag","Precip. Comment","ET. Std-Grass (mm)","ET. Std-Grass Source Flag","ET. Std-Grass Comment"
"Three Hills AGCM","01-May-2012","6.6","AGGREGATED","100.0","5.3","AGGREGATED","using element [Precip. Weighing]","1.1","MODELLED","solar-ACT, 2m wind, Avg."
"Three Hills AGCM","02-May-2012","4.8","AGGREGATED","100.0","1.8","AGGREGATED","using element [Precip. Weighing]","1.1","MODELLED","solar-ACT, 2m wind, Avg."
"Three Hills AGCM","03-May-2012","6.3","AGGREGATED","100.0","0.1","AGGREGATED","using element [Precip. Weighing]","2.5","MODELLED","solar-ACT, 2m wind, Avg."
"Three Hills AGCM","04-May-2012","10.1","AGGREGATED","95.8","0.0","AGGREGATED","using element [Precip. Weighing]","4.3","MODELLED","solar-ACT, 2m wind, Avg."
"Three Hills AGCM","05-May-2012","5.0","AGGREGATED","100.0","13.7","AGGREGATED","using element [Precip. Weighing]","1.1","MODELLED","solar-ACT, 2m wind, Avg."
"Three Hills AGCM","06-May-2012","7.9","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.4","MODELLED","solar-ACT, 2m wind, Avg."
"Three Hills AGCM","07-May-2012","11.4","AGGREGATED","95.8","0.0","AGGREGATED","using element [Precip. Weighing]","4.6","MODELLED","solar-ACT, 2m wind, Avg."
"Three Hills AGCM","08-May-2012","15.0","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.5","MODELLED","solar-ACT, 2m wind, Avg."
"Three Hills AGCM","09-May-2012","9.9","AGGREGATED","100.0","0.9","AGGREGATED","using element [Precip. Weighing]","4.0","MODELLED","solar-ACT, 2m wind, Avg."
"Three Hills AGCM","10-May-2012","4.5","AGGREGATED","95.8","0.0","AGGREGATED","using element [Precip. Weighing]","3.4","MODELLED","solar-ACT, 2m wind, Avg."
