"Station Name","Date (Local Standard Time)","Air Temp. Avg. (°C)","Air Temp. Avg. Source Flag","Air Temp. Avg. Record Completeness (%)","Precip. (mm)","Precip. Source Flag","Precip. Comment","ET. Std-Grass (mm)","ET. Std-Grass Source Flag","ET. Std-Grass Comment"
"Edmonton South Campus UA","01-May-2016","15.6","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.1","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","02-May-2016","19.7","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.7","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","03-May-2016","21.7","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","6.7","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","04-May-2016","20.5","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","7.0","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","05-May-2016","13.9","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.2","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","06-May-2016","13.7","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.6","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","07-May-2016","19.7","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","7.0","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","08-May-2016","13.1","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","6.3","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","09-May-2016","7.3","AGGREGATED","100.0","0.1","AGGREGATED","using element [Precip. Weighing]","2.8","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","10-May-2016","8.4","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","3.6","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","11-May-2016","9.3","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.0","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","12-May-2016","7.5","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.1","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","13-May-2016","8.9","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.1","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","14-May-2016","12.1","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.5","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","15-May-2016","14.2","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.2","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","16-May-2016","18.4","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","8.2","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","17-May-2016","18.3","AGGREGATED","100.0","0.3","AGGREGATED","using element [Precip. Weighing]","6.6","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","18-May-2016","17.7","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.3","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","19-May-2016","12.5","AGGREGATED","100.0","10.5","AGGREGATED","using element [Precip. Weighing]","3.2","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","20-May-2016","4.7","AGGREGATED","100.0","24.3","AGGREGATED","using element [Precip. Weighing]","0.7","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","21-May-2016","4.6","AGGREGATED","100.0","7.2","AGGREGATED","using element [Precip. Weighing]","0.4","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","22-May-2016","6.1","AGGREGATED","100.0","37.0","AGGREGATED","using element [Precip. Weighing]","0.3","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","23-May-2016","7.6","AGGREGATED","100.0","4.5","AGGREGATED","using element [Precip. Weighing]","1.0","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","24-May-2016","12.0","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","3.2","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","25-May-2016","14.5","AGGREGATED","100.0","5.3","AGGREGATED","using element [Precip. Weighing]","5.1","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","26-May-2016","15.1","AGGREGATED","100.0","2.3","AGGREGATED","using element [Precip. Weighing]","3.2","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","27-May-2016","12.1","AGGREGATED","100.0","0.7","AGGREGATED","using element [Precip. Weighing]","2.3","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","28-May-2016","11.5","AGGREGATED","100.0","4.1","AGGREGATED","using element [Precip. Weighing]","4.0","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","29-May-2016","12.6","AGGREGATED","100.0","11.2","AGGREGATED","using element [Precip. Weighing]","4.5","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","30-May-2016","9.5","AGGREGATED","100.0","5.1","AGGREGATED","using element [Precip. Weighing]","1.6","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","31-May-2016","13.2","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.6","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","01-June-2016","16.4","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.4","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","02-June-2016","15.7","AGGREGATED","100.0","2.3","AGGREGATED","using element [Precip. Weighing]","4.5","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","03-June-2016","16.9","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.7","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","04-June-2016","19.5","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","6.2","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","05-June-2016","18.9","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.9","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","06-June-2016","22.5","AGGREGATED","100.0","1.4","AGGREGATED","using element [Precip. Weighing]","8.4","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","07-June-2016","22.6","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.8","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","08-June-2016","20.7","AGGREGATED","100.0","2.2","AGGREGATED","using element [Precip. Weighing]","5.3","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","09-June-2016","15.1","AGGREGATED","100.0","3.5","AGGREGATED","using element [Precip. Weighing]","3.4","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","10-June-2016","14.9","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","4.9","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","11-June-2016","11.7","AGGREGATED","100.0","16.5","AGGREGATED","using element [Precip. Weighing]","2.2","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","12-June-2016","13.7","AGGREGATED","100.0","0.4","AGGREGATED","using element [Precip. Weighing]","3.9","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","13-June-2016","16.1","AGGREGATED","100.0","0.0","AGGREGATED","using element [Precip. Weighing]","5.4","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","14-June-2016","14.6","AGGREGATED","100.0","0.3","AGGREGATED","using element [Precip. Weighing]","4.7","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","15-June-2016","13.5","AGGREGATED","100.0","1.7","AGGREGATED","using element [Precip. Weighing]","5.9","MODELLED","solar-ACT, 2m wind, Avg."
"Edmonton South Campus UA","16-June-2016","12.2","AGGREGATED","100.0","0.1","AGGREGATED","using element [Precip. Weighing]","4.3","MODELLED","solar-ACT, 2m wind, Avg."
